0
6,663233041763307e-05
0,0002664778288453818
0,0005993821844458582
0,001065088212490082
0,0016632362455129626
0,0023933642171323306
0,0032549078576266776
0,004247201140969992
0,0053694769553840165
0,00662086648866534
0,008000401128083472
0,009507011901587245
0,011139531154185547
0,012896692100912321
0,014777130167931307
0,016779384110122947
0,018901895564049476
0,021143012065440392
0,023500985931605156
0,025973976273089616
0,028560050111264
0,031257183495909
0,03406326217576855
0,03697608361020699
0,0399933571927249
0,04311270670965317
0,04633167101070279
0,04964770557358866
0,05305818406864993
0,05656040059402612
0,06015157012268868
0,06382883006706863
0,06758924296125746
0,07142979824915563
0,07534741139039358
0,07933893123641655
0,08340113645419445
0,08753073865547822
0,09172438731417021
0,09597866619005835
0,10029010226950019
0,10465516129508634
0,10907025447115304
0,11353173801675442
0,11803591718897222
0,12257904717698676
0,1271573348902173
0,13176694298163039
0,13640398984774915
0,14106455409899432
0,14574467590078566
0,15044036010280415
0,15514757668599355
0,15986226478591714
0,16458033448085008
0,16929767170921206
0,1740101369284064
0,17871356824413276
0,18340378677472113
0,18807659665123033
0,19272778725251172
0,19735313991085057
0,20194842299446059
0,20650940353051261
0,2110318422876265
0,21551149958744986
0,2199441375397111
0,2243255227245431
0,2286514288745778
0,23291764089838018
0,23711995264515018
0,2412541753985007
0,24531613698229116
0,24930168488994298
0,2532066916488098
0,25702705034986373
0,2607586867175975
0,2643975541926942
0,26793963974341395
0,2713809674419494
0,2747175962291628
0,2779456293024154
0,28106121143326135
0,284060531649736
0,28693983128294676
0,2896953954733874
0,2923235688172312
0,29482075000181496
0,29718339225277646
0,2994080109335471
0,3014911862276506
0,3034295622445633
0,305219845678657
0,30685881877318266
0,3083433321677127
0,3096703120507307
0,3108367574773716
0,31183974796906355
0,3126764444075505
0,31334408679977344
0,313840001877395
0,31416160086169853
0,31430638393387156
0,3142719402350487
0,31405595323070656
0,3136561975814445
0,3130705436132786
0,3122969608940238
0,31133351376279705
0,31017837205902055
0,30882980173453944
0,3072861760295851
0,30554597234354475
0,3036077735759193
0,3014702699147307
0,2991322624124422
0,29659266075121593
0,2938504863716389
0,2909048733674311
0,287755067590588
0,2844004333578454
0,28084044495593474
0,27707469960678566
0,2731029058433663
0,26892489423979526
0,2645406120456357
0,25995012765753955
0,25515362659465524
0,250151418205391
0,24494393119584146
0,23953171631325887
0,23391544366250372
0,22809590896596887
0,22207402819762478
0,21585084071387683
0,20942750724027803
0,20280531322588047
0,19598566303025677
0,1889700864069539
0,1817602342553073
0,17435788018632792
0,166764918509827
0,15898336580028172
0,15101535821327872
0,14286315372219605
0,13452912943431983
0,12601578159263482
0,1173257253504687
0,10846169276169348
0,0994265343434435
0,0902232150547917
0,0808548160827911
0,07132453227423241
0,06163567112751167
0,05179165201269598
0,0417960058338096
0,031652371790343636
0,021364497821700468
0,010936238262878817
0,000371552444917711
-0,010325495973155796
-0,021150742024254043
-0,03209991959847969
-0,043168663960017284
-0,05435251350507997
-0,06564691129380407
-0,0770472069305086
-0,08854865863694528
-0,10014643518478294
-0,11183561778403117
-0,12361120227017608
-0,13546810135952114
-0,14740114654638603
-0,15940509053654495
-0,17147460959144212
-0,18360430565439145
-0,1957887088064112
-0,20802227956018982
-0,22029941226579552
-0,2326144360076654
-0,24496161761916824
-0,2573351667147179
-0,2697292345691409
-0,28213791870289384
-0,29455526477879346
-0,3069752720814378
-0,3193918923962684
-0,33179903582448134
-0,3441905710030184
-0,3565603313665946
-0,3689021144736486
-0,38120968849175085
-0,39347679241783595
-0,40569713988118394
-0,4178644229400845
-0,42997231342607023
-0,4420144674111057
-0,4539845301281744
-0,4658761355210004
-0,4776829093765613
-0,48939847602731135
-0,5010164599191498
-0,5125304862785995
-0,5239341893863028
-0,5352212087739154
-0,5463852006267871
-0,5574198335338281
-0,5683187967609697
-0,5790758013654447
-0,5896845848929182
-0,6001389124918681
-0,6104325798224721
-0,6205594217706398
-0,6305133073102773
-0,6402881517935448
-0,6498779104720889
-0,6592765889990986
-0,6684782454442342
-0,6774769887257257
-0,6862669895660236
-0,6948424789238619
-0,7031977482210952
-0,7113271593976673
-0,719225143797332
-0,726886206411189
-0,7343049287866892
-0,7414759705889882
-0,7483940742980781
-0,7550540694523513
-0,7614508728753868
-0,7675794924724757
-0,7734350305866546
-0,7790126882422612
-0,7843077640306317
-0,789315662823979
-0,7940318910848454
-0,7984520646858861
-0,8025719118189176
-0,8063872745562239
-0,809894109524425
-0,8130884939361245
-0,8159666235815841
-0,8185248219896017
-0,8207595348429031
-0,8226673373509108
-0,8242449402880005
-0,8254891803789803
-0,8263970330428414
-0,8269656126130336
-0,8271921703290204
-0,827074099921056
-0,826608940071992
-0,8257943719554675
-0,824628228403256
-0,8231084892082947
-0,8212332835864302
-0,8190008944202205
-0,8164097575914084
-0,8134584684599275
-0,810145775384818
-0,8064705862034245
-0,8024319706927798
-0,7980291581083279
-0,7932615405391772
-0,7881286735762032
-0,7826302778791501
-0,7767662385035408
-0,7705366069149164
-0,7639416016567537
-0,7569816103648321
-0,7496571886468786
-0,7419690620969845
-0,7339181256223668
-0,7255054432224313
-0,716732251339053
-0,7075999559532562
-0,6981101350415884
-0,6882645379077275
-0,6780650822747845
-0,6675138630043307
-0,6566131411422447
-0,6453653490613789
-0,633773091577396
-0,6218391443859588
-0,6095664520491084
-0,5969581282209475
-0,5840174558688034
-0,5707478848170382
